Alarm ID,"Ticker, Name",Name,Beschreibung,Zeit
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97815.01,
    ""high"": 97821.19,
    ""low"": 97707.86,
    ""close"": 97726.43,
    ""iso_time"": ""2025-02-02T21:05:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T21:06:00Z
1786179744,"BYBIT:BTCUSDT, 5m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97786.27,
    ""high"": 97979.15,
    ""low"": 97594.96,
    ""close"": 97815.01,
    ""iso_time"": ""2025-02-02T21:00:00Z"",
    ""timeframe"": 5
    }
}",2025-02-02T21:05:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97931.06,
    ""high"": 97979.15,
    ""low"": 97811.51,
    ""close"": 97815.01,
    ""iso_time"": ""2025-02-02T21:04:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T21:05:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97883.16,
    ""high"": 97970.09,
    ""low"": 97841.73,
    ""close"": 97931.06,
    ""iso_time"": ""2025-02-02T21:03:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T21:04:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97735.26,
    ""high"": 97890.43,
    ""low"": 97694.2,
    ""close"": 97883.16,
    ""iso_time"": ""2025-02-02T21:02:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T21:03:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97609.24,
    ""high"": 97761.6,
    ""low"": 97595.86,
    ""close"": 97735.26,
    ""iso_time"": ""2025-02-02T21:01:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T21:02:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97786.27,
    ""high"": 97817.46,
    ""low"": 97594.96,
    ""close"": 97609.24,
    ""iso_time"": ""2025-02-02T21:00:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T21:01:00Z
1786180525,"BYBIT:BTCUSDT, 1Std.",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 98260.09,
    ""high"": 98627.21,
    ""low"": 97652.38,
    ""close"": 97786.27,
    ""iso_time"": ""2025-02-02T20:00:00Z"",
    ""timeframe"": 60
    }
}",2025-02-02T21:00:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97832.48,
    ""high"": 97861.4,
    ""low"": 97786.26,
    ""close"": 97786.27,
    ""iso_time"": ""2025-02-02T20:59:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T21:00:00Z
1786171343,"BYBIT:BTCUSDT, 15m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97946.59,
    ""high"": 97946.59,
    ""low"": 97652.38,
    ""close"": 97786.27,
    ""iso_time"": ""2025-02-02T20:45:00Z"",
    ""timeframe"": 15
    }
}",2025-02-02T21:00:00Z
1786179744,"BYBIT:BTCUSDT, 5m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97764.58,
    ""high"": 97870.07,
    ""low"": 97704.3,
    ""close"": 97786.27,
    ""iso_time"": ""2025-02-02T20:55:00Z"",
    ""timeframe"": 5
    }
}",2025-02-02T21:00:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97834.82,
    ""high"": 97834.82,
    ""low"": 97759.8,
    ""close"": 97832.48,
    ""iso_time"": ""2025-02-02T20:58:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T20:59:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97750.4,
    ""high"": 97870.07,
    ""low"": 97741.12,
    ""close"": 97834.82,
    ""iso_time"": ""2025-02-02T20:57:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T20:58:00Z
1786169876,"BYBIT:BTCUSDT, 1m",,"{
  ""Candle"": {
    ""asset"": ""BTCUSDT"",
    ""broker"" : ""BYBIT"",
    ""open"": 97799.85,
    ""high"": 97803,
    ""low"": 97704.3,
    ""close"": 97750.4,
    ""iso_time"": ""2025-02-02T20:56:00Z"",
    ""timeframe"": 1
    }
}",2025-02-02T20:57:00Z
